id,title,content,date_str,year_abs,jd,am_day,source,language,category,url,data_hash
844,"class=""vector-toc-list-item vector-toc-level-1 vector-toc-list-item-expanded"">","class=""vector-toc-list-item vector-toc-level-1 vector-toc-list-item-expanded"">",2022-04-01,2022,2459670.5,721506.5,wikipedia_fr,fr,événement,https://fr.wikipedia.org/wiki/2022,b0601b3afb8ced84522c150d94930bae
1693,"Earthquake M6 - 56 km WNW of Port-Vila, Vanuatu","Magnitude 6 earthquake at 56 km WNW of Port-Vila, Vanuatu. Depth: Nonekm",2022-04-04,2022,2459673.5,721509.5,usgs_earthquake,en,geological_event,https://earthquake.usgs.gov/earthquakes/eventpage/usd000h551,4767dc869cb199d798b7ffd372ceba04
1692,"Earthquake M6.3 - 63 km WSW of Norsup, Vanuatu","Magnitude 6.3 earthquake at 63 km WSW of Norsup, Vanuatu. Depth: Nonekm",2022-04-09,2022,2459678.5,721514.5,usgs_earthquake,en,geological_event,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h0yj,b3a9ae41438b9211fe51bd43961dd0e3
1691,"Earthquake M6.1 - 28 km WSW of Kokopo, Papua New Guinea","Magnitude 6.1 earthquake at 28 km WSW of Kokopo, Papua New Guinea. Depth: Nonekm",2022-04-13,2022,2459682.5,721518.5,usgs_earthquake,en,geological_event,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h1lv,39258448191457f16682dc3661dc01e4
1690,Earthquake M6.1 - Vanuatu,Magnitude 6.1 earthquake at Vanuatu. Depth: Nonekm,2022-04-17,2022,2459686.5,721522.5,usgs_earthquake,en,geological_event,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h2u9,fdea30acd0fad968aea513f6cd78fbe3
1689,"Earthquake M6.1 - 41 km E of Santiago, Philippines","Magnitude 6.1 earthquake at 41 km E of Santiago, Philippines. Depth: Nonekm",2022-04-19,2022,2459688.5,721524.5,usgs_earthquake,en,geological_event,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h373,99988bb8d4650fa4df5b86aa1827c408
1688,"Earthquake M6 - 50 km ESE of Manay, Philippines","Magnitude 6 earthquake at 50 km ESE of Manay, Philippines. Depth: Nonekm",2022-04-20,2022,2459689.5,721525.5,usgs_earthquake,en,geological_event,https://earthquake.usgs.gov/earthquakes/eventpage/us6000hf49,b11d20e9dacc70fb1ca27eedca69ff3d
1687,"Earthquake M6.6 - 55 km WSW of Masachapa, Nicaragua","Magnitude 6.6 earthquake at 55 km WSW of Masachapa, Nicaragua. Depth: Nonekm",2022-04-21,2022,2459690.5,721526.5,usgs_earthquake,en,geological_event,https://earthquake.usgs.gov/earthquakes/eventpage/us6000hf75,51b058e02beb14ab101cc13fb716b09a
1165,"Renumbering of the Antikythera Mechanism Saros cells, resulting from the
  Saros spiral mechanical apokatastasis","After studying the design geometry of the Antikythera Mechanism Saros spiral,
new critical geometrical/mechanical characteristics of the Back plate design
were detected. The geometrical characteristics related to the symmetry of the
Antikythera Mechanism design, are independent to the present irregular
deformation of the Mechanism parts and were used as calibration points for the
Saros spiral cells positional measurements. The Saros cells numbering was
recalculated using the calibration points position. A correction of minus one
to the currently accepted numbering of the Saros cells was applied. Following
the new numbering, a new proper position for the (displaced) Saros pointer
axis-g, in graphic design environment was calculated. The measurements were
tested on a bronze reconstruction of the Back plate, by the authors. This
research leads to a new important result that the Saros does not start in a
random or arbitrary date but only when a solar eclipse occurs within a month.
Additional results were also calculated regarding the symmetry of the eclipse
events/sequence. The new Saros cell numbering strongly affects the calculations
for the initial starting date of the Saros spiral and the eclipse events scheme
of the Antikythera Mechanism.",2022-04-23,2022,2459692.5,721528.5,arxiv,en,scientific_paper,http://arxiv.org/abs/2204.11136v1,c4f986056db11040142a7650d50256fe
1686,"Earthquake M6.1 - 175 km NE of Madang, Papua New Guinea","Magnitude 6.1 earthquake at 175 km NE of Madang, Papua New Guinea. Depth: Nonekm",2022-04-28,2022,2459697.5,721533.5,usgs_earthquake,en,geological_event,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h5mc,e0f9b2e81a17ef14f429ef58b2617f25
30,"RLSTATE={""ext.gadget.wikiflex"":""ready"",""ext.gadget.infobox"":""ready"",""ext.gadget.hlist"":""ready"",""ext.","RLSTATE={""ext.gadget.wikiflex"":""ready"",""ext.gadget.infobox"":""ready"",""ext.gadget.hlist"":""ready"",""ext.gadget.darkmode-overrides"":""ready"",""ext.gadget.small-references"":""ready"",""ext.gadget.citation-access-info"":""ready"",""ext.gadget.sprawdz-problemy-szablony"":""ready"",""ext.globalCssJs.user.styles"":""ready"",""site.styles"":""ready"",""user.styles"":""ready"",""ext.globalCssJs.user"":""ready"",""user"":""ready"",""user.options"":""loading"",""ext.cite.styles"":""ready"",""ext.wikimediamessages.styles"":""ready"",""skins.vector.search.codex.styles"":""ready"",""skins.vector.styles"":""ready"",""skins.vector.icons"":""ready"",""jquery.makeCollapsible.styles"":""ready"",""ext.flaggedRevs.basic"":""ready"",""mediawiki.codex.messagebox.styles"":""ready"",""ext.visualEditor.desktopArticleTarget.noscript"":""ready"",""ext.uls.interlanguage"":""ready"",""wikibase.client.init"":""ready"",""ext.wikimediaBadges"":""ready""};RLPAGEMODULES=[""ext.xLab"",""ext.cite.ux-enhancements"",""mediawiki.page.media"",""ext.scribunto.logs"",""site"",""mediawiki.page.ready"",""jquery.makeCollapsible"",""mediawiki.toc"",""skins.vector.js"",""ext.centralNotice.geoIP"",""ext.centralNotice.startUp"",""ext.flaggedRevs.advanced"",""ext.gadget.ll-script-loader"",""ext.gadget.veKeepParameters"",""ext.gadget.szablon-galeria"",""ext.gadget.NavFrame"",""ext.gadget.citoid-overrides"",""ext.gadget.maps"",""ext.gadget.padlock-indicators"",""ext.gadget.interwiki-langlist"",""ext.gadget.edit-summaries"",""ext.gadget.edit-first-section"",""ext.gadget.wikibugs"",""ext.gadget.map-toggler"",""ext.gadget.narrowFootnoteColumns"",""ext.gadget.ally-enhance"",""ext.gadget.WDsearch"",""ext.urlShortener.toolbar"",""ext.centralauth.centralautologin"",""mmv.bootstrap"",""ext.popups"",""ext.visualEditor.desktopArticleTarget.init"",""ext.visualEditor.targetLoader"",""ext.echo.centralauth"",""ext.eventLogging"",""ext.wikimediaEvents"",""ext.navigationTiming"",""ext.uls.interface"",""ext.cx.eventlogging.campaigns"",""ext.cx.uls.quick.actions"",""wikibase.client.vector-2022"",""ext.checkUser.clientHints"",""ext.growthExperiments.SuggestedEditSession""];</script>",2022-05-01,2022,2459700.5,721536.5,wikipedia_pl,pl,wydarzen,https://pl.wikipedia.org/wiki/2022,4cac1230def29348ea57e256f702cb86
31,8.02%  107.925      1 Szablon:Szablon_nawigacyjny,8.02%  107.925      1 Szablon:Szablon_nawigacyjny,2022-05-01,2022,2459700.5,721536.5,wikipedia_pl,pl,wydarzen,https://pl.wikipedia.org/wiki/2022,2b0633173b5918f6252bc0ed0944d5ce
32,3.64%   49.013      1 Szablon:Miesiąc,3.64%   49.013      1 Szablon:Miesiąc,2022-05-01,2022,2459700.5,721536.5,wikipedia_pl,pl,wydarzen,https://pl.wikipedia.org/wiki/2022,61212b87c06a92e874b451bc3fcd8d8b
33,3.30%   44.439      1 Szablon:Kalendarz,3.30%   44.439      1 Szablon:Kalendarz,2022-05-01,2022,2459700.5,721536.5,wikipedia_pl,pl,wydarzen,https://pl.wikipedia.org/wiki/2022,34cb5a6699e1ab2c3c93e0d39d5dd4d4
34,0.89%   11.980     31 Szablon:Kalendarz/link,0.89%   11.980     31 Szablon:Kalendarz/link,2022-05-01,2022,2459700.5,721536.5,wikipedia_pl,pl,wydarzen,https://pl.wikipedia.org/wiki/2022,89ed6b0fe6cf9d616b1ba8faf2056c71
35,0.73%    9.859      1 Szablon:Spis_treści,0.73%    9.859      1 Szablon:Spis_treści,2022-05-01,2022,2459700.5,721536.5,wikipedia_pl,pl,wydarzen,https://pl.wikipedia.org/wiki/2022,f82b8b72b8bfc76f9f679416ea311adf
36,"Zobacz szczegółowe informacje o <a class=""external text"" href=""https://foundation.wikimedia.org/wiki","Zobacz szczegółowe informacje o <a class=""external text"" href=""https://foundation.wikimedia.org/wiki/Policy:Terms_of_Use/pl"">warunkach korzystania</a>.</li>",2022-05-01,2022,2459700.5,721536.5,wikipedia_pl,pl,wydarzen,https://pl.wikipedia.org/wiki/2022,32e4032263d559b62f3a190f587ca9a3
409,"class=""vector-toc-list-item vector-toc-level-1 vector-toc-list-item-expanded"">","class=""vector-toc-list-item vector-toc-level-1 vector-toc-list-item-expanded"">",2022-05-01,2022,2459700.5,721536.5,wikipedia_en,en,events,https://en.wikipedia.org/wiki/2022,7ede9ca7e309acbbffd0513b96a359db
410,"class=""vector-toc-list-item vector-toc-level-2"">","class=""vector-toc-list-item vector-toc-level-2"">",2022-05-01,2022,2459700.5,721536.5,wikipedia_en,en,events,https://en.wikipedia.org/wiki/2022,8a66d5fe0a0c135f08ff107ee1312bce
411,"Millennium</th></tr><tr><td class=""sidebar-content hlist"">","Millennium</th></tr><tr><td class=""sidebar-content hlist"">",2022-05-01,2022,2459700.5,721536.5,wikipedia_en,en,events,https://en.wikipedia.org/wiki/2022,4a7af5a420d4078cb4af521af814468f
412,"Centuries</th></tr><tr><td class=""sidebar-content hlist"">","Centuries</th></tr><tr><td class=""sidebar-content hlist"">",2022-05-01,2022,2459700.5,721536.5,wikipedia_en,en,events,https://en.wikipedia.org/wiki/2022,fe404da1c09de693d84c0f19b84dead6
413,5.14%  115.653      1 Template:Year_article_header,5.14%  115.653      1 Template:Year_article_header,2022-05-01,2022,2459700.5,721536.5,wikipedia_en,en,events,https://en.wikipedia.org/wiki/2022,fe89ad3cb07e9a556b7672106aa04b94
414,5.08%  114.497      1 Template:Events_by_month_links/box,5.08%  114.497      1 Template:Events_by_month_links/box,2022-05-01,2022,2459700.5,721536.5,wikipedia_en,en,events,https://en.wikipedia.org/wiki/2022,e86bd427a6b0df871b1c122f3bd46baa
415,4.99%  112.451      1 Template:Navbox,4.99%  112.451      1 Template:Navbox,2022-05-01,2022,2459700.5,721536.5,wikipedia_en,en,events,https://en.wikipedia.org/wiki/2022,0459af295989f90faa1c02c25c17d23e
416,4.50%  101.256      1 Template:Sidebar,4.50%  101.256      1 Template:Sidebar,2022-05-01,2022,2459700.5,721536.5,wikipedia_en,en,events,https://en.wikipedia.org/wiki/2022,87d8931bb20f1843d59c1392e9b4385f
417,"additional terms may apply. By using this site, you agree to the <a href=""https://foundation.wikimed","additional terms may apply. By using this site, you agree to the <a href=""https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Terms_of_Use"" class=""extiw"" title=""foundation:Special:MyLanguage/Policy:Terms of Use"">Terms of Use</a> and <a href=""https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy"" class=""extiw"" title=""foundation:Special:MyLanguage/Policy:Privacy policy"">Privacy Policy</a>. Wikipedia® is a registered trademark of the <a rel=""nofollow"" class=""external text"" href=""https://wikimediafoundation.org/"">Wikimedia Foundation, Inc.</a>, a non-profit organization.</li>",2022-05-01,2022,2459700.5,721536.5,wikipedia_en,en,events,https://en.wikipedia.org/wiki/2022,96380106944655b79e458a58a86aadfb
418,"Decades</th></tr><tr><td class=""sidebar-content hlist"">","Decades</th></tr><tr><td class=""sidebar-content hlist"">",2022-05-01,2022,2459700.5,721536.5,wikipedia_en,en,death,https://en.wikipedia.org/wiki/2022,521096a8edf8ae590ad4287af96f0a72
701,"| <a href=""/wiki/2030er"" title=""2030er"">2030er</a>&#160;| <a href=""/wiki/2040er"" title=""2040er"">2040","| <a href=""/wiki/2030er"" title=""2030er"">2030er</a>&#160;| <a href=""/wiki/2040er"" title=""2040er"">2040er</a><br />",2022-05-01,2022,2459700.5,721536.5,wikipedia_de,de,ereignis,https://de.wikipedia.org/wiki/2022,285b8aaba0b90f69989d935d65759500
702,"| <a href=""/wiki/2023"" title=""2023"">2023</a>&#160;| <a href=""/wiki/2024"" title=""2024"">2024</a>&#160;","| <a href=""/wiki/2023"" title=""2023"">2023</a>&#160;| <a href=""/wiki/2024"" title=""2024"">2024</a>&#160;| <a href=""/wiki/2025"" title=""2025"">2025</a>&#160;| <a href=""/wiki/2026"" title=""2026"">2026</a>&#160;| <a href=""/wiki/2027"" title=""2027"">►</a><br />",2022-05-01,2022,2459700.5,721536.5,wikipedia_de,de,ereignis,https://de.wikipedia.org/wiki/2022,a6c92ed6c3c7fb60ace4b2874510d6ac
845,"class=""vector-toc-list-item vector-toc-level-1 vector-toc-list-item-expanded"">","class=""vector-toc-list-item vector-toc-level-1 vector-toc-list-item-expanded"">",2022-05-01,2022,2459700.5,721536.5,wikipedia_fr,fr,événement,https://fr.wikipedia.org/wiki/2022,a3299b8ea260bb533ccbce2ab0aa76e4
1164,"The orientation of Jesuit churches in the Chiquitos missions of eastern
  Bolivia","The Jesuit missions in South America were an important and unique advance in
Christian evangelisation on the continent until the expulsion of the Order in
1767. Although the history and cultural aspects of these missions and their
most iconic buildings have been extensively studied, the archaeoastronomy of
the Guaran\'i peoples of the Province of Paraquaria (Province of Paraguay) has
only been recently considered, with the existing studies focusing primarily on
the orientation of their churches. The paper presented here, which is the first
archaeoastronomical study of the Jesuit missions of Chiquitos in eastern
Bolivia, is an attempt to continue and complement the previous
archaeoastronomical studies of the region. The methodologies employed involved
the analysis of the Jesuit churches that currently exist in this region,
namely, the on-site measurements of the orientations of eight churches
currently standing and the ruins of a ninth church of which only a
free-standing bell tower and parts of the side walls remain preserved. The
orientation measurements of a tenth church, which we were unable to visit, were
determined via the use of satellite maps. The landscape surrounding these
churches was then examined in detail and furthermore, a detailed cultural and
historical study of the characteristics of the villages where the churches are
located was carried out. Our results show that, unlike the churches of the
Province of Paraquaria where meridian orientations in the north-south direction
stand out, half of the studied churches have shown potential canonical
orientations that seem to be aligned to solar phenomena, with three exhibiting
precise equinoctial orientation. We propose reasons for these orientations,
including the possible relevance of illumination effects on significant
internal elements within the churches - effects that were generally sought in
Baroque church architecture.",2022-05-01,2022,2459700.5,721536.5,arxiv,en,scientific_paper,http://arxiv.org/abs/2205.00469v1,fe30512bdfb0fffaa1e40b3f1340b3de
1685,"Earthquake M6 - 94 km SE of Lukatan, Philippines","Magnitude 6 earthquake at 94 km SE of Lukatan, Philippines. Depth: Nonekm",2022-05-05,2022,2459704.5,721540.5,usgs_earthquake,en,geological_event,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h781,17145eb47013b642639c3b2138eac5d7
1684,"Earthquake M6.2 - 70 km SW of Yonakuni, Japan","Magnitude 6.2 earthquake at 70 km SW of Yonakuni, Japan. Depth: Nonekm",2022-05-09,2022,2459708.5,721544.5,usgs_earthquake,en,geological_event,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h82f,b96a4e6f7c58a85dbfe973416132f0dd
1683,"Earthquake M6.3 - 178 km SW of Lorengau, Papua New Guinea","Magnitude 6.3 earthquake at 178 km SW of Lorengau, Papua New Guinea. Depth: Nonekm",2022-05-10,2022,2459709.5,721545.5,usgs_earthquake,en,geological_event,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h87i,025c6771c3e08e4b547cf08cc91f20d8
1682,"Earthquake M6.8 - 86 km NNW of San Antonio de los Cobres, Argentina","Magnitude 6.8 earthquake at 86 km NNW of San Antonio de los Cobres, Argentina. Depth: Nonekm",2022-05-11,2022,2459710.5,721546.5,usgs_earthquake,en,geological_event,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h8g3,78b33f47023185a71e47b32c1d20d450
1681,Earthquake M6.9 - Macquarie Island region,Magnitude 6.9 earthquake at Macquarie Island region. Depth: Nonekm,2022-05-19,2022,2459718.5,721554.5,usgs_earthquake,en,geological_event,https://earthquake.usgs.gov/earthquakes/eventpage/us6000hm9j,25a62fc995eface0844dd27ed252a4f6
1102,Polaris: The Mathematics of Navigation and the Shape of the Earth,"For millenia, sailors have used the empirical rule that the elevation angle
of Polaris, the North Star, as measured by sextant, quadrant or astrolabe, is
approximately equal to latitude. Here, we show using elementary trigonometry
that Empirical Law 1 can be converted from a heuristic to a theorem. A second
ancient empirical law is that the distance in kilometers from the observer to
the North Pole, the geodesic distance measured along the spherical surface of
the planet, is the number of degrees of colatitude multiplied by 111.1
kilometers. Can Empirical Law 2 be similarly rendered rigorous? No; whereas as
the shape of the planet is controlled by trigonometry, the size of our world is
an accident of cosmological history. However, Empirical Law 2, can be
rigorously verified by measurements. The association of 111 km of north-south
distance to one degree of latitude trivially yields the circumference of the
globe as 40,000 km. We also extend these ideas and the parallel ray
approximation to three different ways of modeling a Flat Earth. We show that
photographs from orbit, taken by a very expensive satellite, are unnecessary to
render the Flat Earth untenable; simple mathematics proves Earth a sphere just
as well.",2022-05-20,2022,2459719.5,721555.5,arxiv,en,scientific_paper,http://arxiv.org/abs/2206.07491v1,f7894b7efe15076639bd6e35cbdc11a4
1680,"Earthquake M6.1 - 1 km S of Lian, Philippines","Magnitude 6.1 earthquake at 1 km S of Lian, Philippines. Depth: Nonekm",2022-05-21,2022,2459720.5,721556.5,usgs_earthquake,en,geological_event,https://earthquake.usgs.gov/earthquakes/eventpage/us6000hmz8,f686ec2cc0bc99e375c205aa47c44675
1678,"Earthquake M6 - 235 km SSE of Katsuura, Japan","Magnitude 6 earthquake at 235 km SSE of Katsuura, Japan. Depth: Nonekm",2022-05-22,2022,2459721.5,721557.5,usgs_earthquake,en,geological_event,https://earthquake.usgs.gov/earthquakes/eventpage/us6000hn4d,6452d39c93d13f97201ecba61c86c681
1679,Earthquake M6.3 - south of the Fiji Islands,Magnitude 6.3 earthquake at south of the Fiji Islands. Depth: Nonekm,2022-05-22,2022,2459721.5,721557.5,usgs_earthquake,en,geological_event,https://earthquake.usgs.gov/earthquakes/eventpage/us6000hn1e,d166637e3a1af0403aa0e2c0e5996a6f
1675,Earthquake M6.2 - southern East Pacific Rise,Magnitude 6.2 earthquake at southern East Pacific Rise. Depth: Nonekm,2022-05-26,2022,2459725.5,721561.5,usgs_earthquake,en,geological_event,https://earthquake.usgs.gov/earthquakes/eventpage/us7000hct4,f2275f4d36a2c485af9971edcb236a54
1676,Earthquake M6.6 - southeast of the Loyalty Islands,Magnitude 6.6 earthquake at southeast of the Loyalty Islands. Depth: Nonekm,2022-05-26,2022,2459725.5,721561.5,usgs_earthquake,en,geological_event,https://earthquake.usgs.gov/earthquakes/eventpage/us7000hcqw,ef6e2be844aabc88e1f49a4a7eb09800
1677,"Earthquake M7.2 - 10 km W of Azángaro, Peru","Magnitude 7.2 earthquake at 10 km W of Azángaro, Peru. Depth: Nonekm",2022-05-26,2022,2459725.5,721561.5,usgs_earthquake,en,geological_event,https://earthquake.usgs.gov/earthquakes/eventpage/us7000hcmn,665eb92f37a8fd699626515ca8356ae2
1674,"Earthquake M6.2 - 37 km NE of Lospalos, Timor Leste","Magnitude 6.2 earthquake at 37 km NE of Lospalos, Timor Leste. Depth: Nonekm",2022-05-27,2022,2459726.5,721562.5,usgs_earthquake,en,geological_event,https://earthquake.usgs.gov/earthquakes/eventpage/us7000hcwg,ca30b9b9b6540adadbab5c50c0111192
37,"RLSTATE={""ext.gadget.wikiflex"":""ready"",""ext.gadget.infobox"":""ready"",""ext.gadget.hlist"":""ready"",""ext.","RLSTATE={""ext.gadget.wikiflex"":""ready"",""ext.gadget.infobox"":""ready"",""ext.gadget.hlist"":""ready"",""ext.gadget.darkmode-overrides"":""ready"",""ext.gadget.small-references"":""ready"",""ext.gadget.citation-access-info"":""ready"",""ext.gadget.sprawdz-problemy-szablony"":""ready"",""ext.globalCssJs.user.styles"":""ready"",""site.styles"":""ready"",""user.styles"":""ready"",""ext.globalCssJs.user"":""ready"",""user"":""ready"",""user.options"":""loading"",""ext.cite.styles"":""ready"",""ext.wikimediamessages.styles"":""ready"",""skins.vector.search.codex.styles"":""ready"",""skins.vector.styles"":""ready"",""skins.vector.icons"":""ready"",""jquery.makeCollapsible.styles"":""ready"",""ext.flaggedRevs.basic"":""ready"",""mediawiki.codex.messagebox.styles"":""ready"",""ext.visualEditor.desktopArticleTarget.noscript"":""ready"",""ext.uls.interlanguage"":""ready"",""wikibase.client.init"":""ready"",""ext.wikimediaBadges"":""ready""};RLPAGEMODULES=[""ext.xLab"",""ext.cite.ux-enhancements"",""ext.scribunto.logs"",""site"",""mediawiki.page.ready"",""jquery.makeCollapsible"",""mediawiki.toc"",""skins.vector.js"",""ext.centralNotice.geoIP"",""ext.centralNotice.startUp"",""ext.flaggedRevs.advanced"",""ext.gadget.ll-script-loader"",""ext.gadget.veKeepParameters"",""ext.gadget.szablon-galeria"",""ext.gadget.NavFrame"",""ext.gadget.citoid-overrides"",""ext.gadget.maps"",""ext.gadget.padlock-indicators"",""ext.gadget.interwiki-langlist"",""ext.gadget.edit-summaries"",""ext.gadget.edit-first-section"",""ext.gadget.wikibugs"",""ext.gadget.map-toggler"",""ext.gadget.narrowFootnoteColumns"",""ext.gadget.ally-enhance"",""ext.gadget.WDsearch"",""ext.urlShortener.toolbar"",""ext.centralauth.centralautologin"",""ext.popups"",""ext.visualEditor.desktopArticleTarget.init"",""ext.visualEditor.targetLoader"",""ext.echo.centralauth"",""ext.eventLogging"",""ext.wikimediaEvents"",""ext.navigationTiming"",""ext.uls.interface"",""ext.cx.eventlogging.campaigns"",""ext.cx.uls.quick.actions"",""wikibase.client.vector-2022"",""ext.checkUser.clientHints"",""ext.growthExperiments.SuggestedEditSession""];</script>",2022-06-01,2022,2459731.5,721567.5,wikipedia_pl,pl,wydarzen,https://pl.wikipedia.org/wiki/2022,2c3cac84004cde84ed8201f05afb1ed5
38,20.02%  112.517      1 Szablon:Szablon_nawigacyjny,20.02%  112.517      1 Szablon:Szablon_nawigacyjny,2022-06-01,2022,2459731.5,721567.5,wikipedia_pl,pl,wydarzen,https://pl.wikipedia.org/wiki/2022,cc5e869b50ca9c0c6b90c64d997e06e5
39,10.72%   60.222      1 Szablon:Miesiąc,10.72%   60.222      1 Szablon:Miesiąc,2022-06-01,2022,2459731.5,721567.5,wikipedia_pl,pl,wydarzen,https://pl.wikipedia.org/wiki/2022,ca969e28d8efaff3bd8642214f34a6c9
40,9.84%   55.277     72 Szablon:Lang,9.84%   55.277     72 Szablon:Lang,2022-06-01,2022,2459731.5,721567.5,wikipedia_pl,pl,wydarzen,https://pl.wikipedia.org/wiki/2022,cc62b17f0b40948cbccd9893810882fb
41,9.61%   54.013      1 Szablon:Kalendarz,9.61%   54.013      1 Szablon:Kalendarz,2022-06-01,2022,2459731.5,721567.5,wikipedia_pl,pl,wydarzen,https://pl.wikipedia.org/wiki/2022,58cd6119398a9a95953302310c4a123a
42,2.47%   13.898     30 Szablon:Kalendarz/link,2.47%   13.898     30 Szablon:Kalendarz/link,2022-06-01,2022,2459731.5,721567.5,wikipedia_pl,pl,wydarzen,https://pl.wikipedia.org/wiki/2022,d8e7919162640d528b89ac85ecdda567
43,2.18%   12.265      1 Szablon:Spis_treści,2.18%   12.265      1 Szablon:Spis_treści,2022-06-01,2022,2459731.5,721567.5,wikipedia_pl,pl,wydarzen,https://pl.wikipedia.org/wiki/2022,49d625dffe7fb85f8a2a86e047d3db71
44,"Zobacz szczegółowe informacje o <a class=""external text"" href=""https://foundation.wikimedia.org/wiki","Zobacz szczegółowe informacje o <a class=""external text"" href=""https://foundation.wikimedia.org/wiki/Policy:Terms_of_Use/pl"">warunkach korzystania</a>.</li>",2022-06-01,2022,2459731.5,721567.5,wikipedia_pl,pl,wydarzen,https://pl.wikipedia.org/wiki/2022,36f689206d817f5d5231d43452249f49
419,"class=""vector-toc-list-item vector-toc-level-1 vector-toc-list-item-expanded"">","class=""vector-toc-list-item vector-toc-level-1 vector-toc-list-item-expanded"">",2022-06-01,2022,2459731.5,721567.5,wikipedia_en,en,events,https://en.wikipedia.org/wiki/2022,9ac3c18c8d42fc9d890981fca897472b
420,"class=""vector-toc-list-item vector-toc-level-2"">","class=""vector-toc-list-item vector-toc-level-2"">",2022-06-01,2022,2459731.5,721567.5,wikipedia_en,en,events,https://en.wikipedia.org/wiki/2022,d8c0c85e0a345d3b8c8e6526768d1a13
421,"Millennium</th></tr><tr><td class=""sidebar-content hlist"">","Millennium</th></tr><tr><td class=""sidebar-content hlist"">",2022-06-01,2022,2459731.5,721567.5,wikipedia_en,en,events,https://en.wikipedia.org/wiki/2022,84ced8d9567e171cf0dec8921443bee7
422,"Centuries</th></tr><tr><td class=""sidebar-content hlist"">","Centuries</th></tr><tr><td class=""sidebar-content hlist"">",2022-06-01,2022,2459731.5,721567.5,wikipedia_en,en,events,https://en.wikipedia.org/wiki/2022,3e5cda2ff3f26cde7187e5c446019426
423,5.14%  115.653      1 Template:Year_article_header,5.14%  115.653      1 Template:Year_article_header,2022-06-01,2022,2459731.5,721567.5,wikipedia_en,en,events,https://en.wikipedia.org/wiki/2022,43b669d69da62e3b42265a780f7c5082
424,5.08%  114.497      1 Template:Events_by_month_links/box,5.08%  114.497      1 Template:Events_by_month_links/box,2022-06-01,2022,2459731.5,721567.5,wikipedia_en,en,events,https://en.wikipedia.org/wiki/2022,1e545c43d8d1a086b428f7169ecc716c
425,4.99%  112.451      1 Template:Navbox,4.99%  112.451      1 Template:Navbox,2022-06-01,2022,2459731.5,721567.5,wikipedia_en,en,events,https://en.wikipedia.org/wiki/2022,4814a8245cf7eb41df59946d05fc22d0
426,4.50%  101.256      1 Template:Sidebar,4.50%  101.256      1 Template:Sidebar,2022-06-01,2022,2459731.5,721567.5,wikipedia_en,en,events,https://en.wikipedia.org/wiki/2022,c2f23063f059eb4d05d39c5ebd8f052f
427,"additional terms may apply. By using this site, you agree to the <a href=""https://foundation.wikimed","additional terms may apply. By using this site, you agree to the <a href=""https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Terms_of_Use"" class=""extiw"" title=""foundation:Special:MyLanguage/Policy:Terms of Use"">Terms of Use</a> and <a href=""https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy"" class=""extiw"" title=""foundation:Special:MyLanguage/Policy:Privacy policy"">Privacy Policy</a>. Wikipedia® is a registered trademark of the <a rel=""nofollow"" class=""external text"" href=""https://wikimediafoundation.org/"">Wikimedia Foundation, Inc.</a>, a non-profit organization.</li>",2022-06-01,2022,2459731.5,721567.5,wikipedia_en,en,events,https://en.wikipedia.org/wiki/2022,d4fa3bfcd589a43d2f08b9589a042957
428,"Decades</th></tr><tr><td class=""sidebar-content hlist"">","Decades</th></tr><tr><td class=""sidebar-content hlist"">",2022-06-01,2022,2459731.5,721567.5,wikipedia_en,en,death,https://en.wikipedia.org/wiki/2022,af6459ad7434b2d669422447e7870d31
703,"| <a href=""/wiki/2030er"" title=""2030er"">2030er</a>&#160;| <a href=""/wiki/2040er"" title=""2040er"">2040","| <a href=""/wiki/2030er"" title=""2030er"">2030er</a>&#160;| <a href=""/wiki/2040er"" title=""2040er"">2040er</a><br />",2022-06-01,2022,2459731.5,721567.5,wikipedia_de,de,ereignis,https://de.wikipedia.org/wiki/2022,ffdfb17ec65fdc526d407ee196b3c7a5
704,"| <a href=""/wiki/2023"" title=""2023"">2023</a>&#160;| <a href=""/wiki/2024"" title=""2024"">2024</a>&#160;","| <a href=""/wiki/2023"" title=""2023"">2023</a>&#160;| <a href=""/wiki/2024"" title=""2024"">2024</a>&#160;| <a href=""/wiki/2025"" title=""2025"">2025</a>&#160;| <a href=""/wiki/2026"" title=""2026"">2026</a>&#160;| <a href=""/wiki/2027"" title=""2027"">►</a><br />",2022-06-01,2022,2459731.5,721567.5,wikipedia_de,de,ereignis,https://de.wikipedia.org/wiki/2022,3e728dce69493c94b15877bad66edab5
